,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,review_scores_rating,review_scores_location,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,log_price,bathroom_is_private,Entire home/apt,Hotel room,Private room,Shared room,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,ΑΚΡΟΠΟΛΗ,ΑΜΠΕΛΟΚΗΠΟΙ,ΑΝΩ ΚΥΨΕΛΗ,ΑΝΩ ΠΑΤΗΣΙΑ,ΒΟΤΑΝΙΚΟΣ,ΓΚΑΖΙ,ΓΚΥΖΗ,ΓΟΥΒΑ,ΓΟΥΔΙ,ΕΛΛΗΝΟΡΩΣΩΝ,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,ΖΑΠΠΕΙΟ,ΘΗΣΕΙΟ,ΙΛΙΣΙΑ,ΚΕΡΑΜΕΙΚΟΣ,ΚΟΛΟΚΥΝΘΟΥ,ΚΟΛΩΝΑΚΙ,ΚΟΛΩΝΟΣ,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,ΚΥΨΕΛΗ,ΛΥΚΑΒΗΤΤΟΣ,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,ΝΕΑ ΚΥΨΕΛΗ,ΝΕΟΣ ΚΟΣΜΟΣ,ΝΙΡΒΑΝΑ,ΠΑΓΚΡΑΤΙ,ΠΑΤΗΣΙΑ,ΠΕΔΙΟ ΑΡΕΩΣ,ΠΕΝΤΑΓΩΝΟ,ΠΕΤΡΑΛΩΝΑ,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,ΠΟΛΥΓΩΝΟ,ΠΡΟΜΠΟΝΑ,ΡΗΓΙΛΛΗΣ,ΡΙΖΟΥΠΟΛΗ,ΣΕΠΟΛΙΑ,ΣΤΑΔΙΟ,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
1259,0,6.0,1,37.97733,23.72812,2,1.0,1.0,16.211083708109676,65.0,1,1125,1,52,91,98.0,10.0,1,5,5,0,0,4.174387269895637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,1,1.0,1,37.98707,23.75229,2,1.0,1.0,19.459596692296532,20.0,3,90,1,70,135,98.0,10.0,1,1,1,0,0,2.995732273553991,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,1,1.0,1,37.98632,23.73165,4,2.0,2.0,22.222834759901353,67.0,2,91,1,78,72,99.0,10.0,0,1,1,0,0,4.204692619390966,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,1,1.0,1,37.96826,23.70482,2,1.0,1.0,16.640069635862467,21.0,1,1125,1,86,74,96.0,10.0,1,1,1,0,0,3.044522437723423,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1263,0,10.0,1,37.97558,23.73161,2,1.0,1.0,14.960974902074568,70.0,5,1125,1,89,266,97.0,10.0,0,11,11,0,0,4.248495242049359,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,1,2.0,0,38.02493,23.73187,3,1.0,1.0,12.092557667198607,30.0,1,1125,1,0,29,100.0,10.0,0,2,1,1,0,3.4011973816621555,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,0,19.0,0,37.99261,23.72999,3,1.0,2.0,4.854054838241695,35.0,1,1125,1,0,2,90.0,8.0,0,18,18,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1266,1,1.0,0,37.976690000000005,23.70898,3,1.0,1.0,13.98360655737705,30.0,1,1125,1,0,269,99.0,10.0,1,1,1,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,0,3.0,0,37.99957,23.73113,5,2.0,3.0,19.124329029450166,76.0,2,1125,1,0,2,100.0,10.0,1,3,3,0,0,4.330733340286331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1268,1,1.0,0,37.98888,23.75692,2,2.0,3.0,17.012766574786014,36.0,1,1125,1,87,76,98.0,10.0,0,1,1,0,0,3.58351893845611,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,1,5.0,1,37.987559999999995,23.73009,2,1.0,1.0,12.625562164514728,25.0,1,1125,1,89,56,99.0,9.0,1,4,2,2,0,3.2188758248682006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,0,10.0,1,37.97558,23.73161,6,2.0,3.0,18.21427535180618,99.0,1,1125,1,0,228,94.0,10.0,0,11,11,0,0,4.59511985013459,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,0,2.0,1,37.9606,23.72455,2,1.0,1.0,17.32424198462208,22.0,3,8,1,90,217,94.0,10.0,1,2,0,2,0,3.091042453358316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,1,15.0,1,37.9736,23.73289,5,1.0,3.0,20.311185260409122,21.0,1,1125,1,85,340,96.0,10.0,1,16,16,0,0,3.044522437723423,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,1,1.0,1,37.96687,23.75195,5,2.0,2.0,17.73741476860583,26.0,1,30,1,74,131,97.0,9.0,1,1,1,0,0,3.258096538021482,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,1,1.0,1,37.97477,23.73171,5,2.0,2.0,21.60641230233571,70.0,3,180,1,83,107,99.0,10.0,1,1,1,0,0,4.248495242049359,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,1,8.0,1,37.98591,23.719160000000002,4,3.0,3.0,21.166255621645153,40.0,3,100,1,21,6,97.0,10.0,0,2,2,0,0,3.6888794541139363,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,1,1.0,1,37.96705,23.72466,5,2.0,3.0,19.159872334252142,60.0,2,1125,1,79,196,98.0,10.0,0,1,1,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,1,42.0,1,37.973290000000006,23.74944,4,1.0,1.0,20.7099956477586,41.0,1,1124,1,0,104,98.0,10.0,1,34,34,0,0,3.713572066704308,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,0,9.0,0,37.96347,23.7284,6,2.0,3.0,20.834469751922242,30.0,2,30,1,81,136,96.0,10.0,1,2,2,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,1,3.0,1,37.97586,23.75218,2,1.0,1.0,10.188887276947629,24.0,2,1125,1,89,211,95.0,10.0,1,1,1,0,0,3.1780538303479458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,1,10.0,1,37.978390000000005,23.72298,4,1.0,2.0,18.761061946902657,81.0,1,1125,1,87,47,98.0,10.0,1,10,10,0,0,4.394449154672439,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,0,10.0,1,37.9797,23.74454,4,1.0,1.0,16.690700710866093,40.0,1,1125,1,83,34,92.0,10.0,1,2,2,0,0,3.6888794541139363,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,0,3.0,1,37.986909999999995,23.736,1,1.0,1.0,14.13666038009575,19.0,2,10,1,88,1,100.0,10.0,0,3,1,2,0,2.9444389791664403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,1,5.0,1,37.97679,23.73015,1,1.0,1.0,18.81343391846801,15.0,1,1125,1,76,391,95.0,10.0,1,5,0,5,0,2.70805020110221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,0,4.0,1,37.97615,23.7323,2,1.0,1.0,12.256492093428117,65.0,1,1125,1,60,5,100.0,10.0,1,4,4,0,0,4.174387269895637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,0,4.0,1,37.977579999999996,23.731579999999997,2,1.0,1.0,12.256492093428117,65.0,1,1125,1,60,6,92.0,10.0,0,4,4,0,0,4.174387269895637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,0,1.0,1,38.00412,23.71705,4,1.0,1.0,17.73814014217322,24.0,1,100,1,90,38,88.0,9.0,1,1,1,0,0,3.1780538303479458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1292,0,176.0,1,37.99512,23.73234,4,1.0,2.0,19.26490642680981,34.0,1,1125,1,88,144,94.0,9.0,1,113,113,0,0,3.5263605246161616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1293,1,2.0,1,37.973440000000004,23.73234,2,1.0,1.0,17.603510808066154,40.0,2,1125,1,27,104,98.0,10.0,0,2,2,0,0,3.6888794541139363,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,0,3.0,0,37.97217,23.74699,6,1.0,4.0,12.652110837081096,40.0,2,1125,1,84,23,97.0,10.0,1,2,2,0,0,3.6888794541139363,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,0,1.0,1,37.98921,23.74296,4,2.0,3.0,14.362976933120557,52.0,2,1125,1,89,24,96.0,9.0,1,1,1,0,0,3.9512437185814275,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,1,2.0,1,37.98421,23.73966,3,1.0,1.0,20.2360365588278,35.0,3,30,1,48,299,98.0,9.0,1,1,1,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,1,1.0,0,37.98628,23.737779999999997,3,1.0,2.0,13.086174379805602,38.0,3,60,1,83,113,99.0,10.0,1,1,1,0,0,3.6375861597263857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,1,1.0,1,37.97238,23.71849,4,2.0,3.0,20.162048454954302,40.0,2,15,1,0,115,99.0,10.0,0,1,1,0,0,3.6888794541139363,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,1,42.0,1,37.97262,23.747139999999998,5,1.0,1.0,20.052371971565357,36.0,2,1125,1,0,56,99.0,10.0,1,34,34,0,0,3.58351893845611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,0,1.0,1,37.97811,23.7104,2,1.0,1.0,18.31814884665603,25.0,3,1125,1,90,53,96.0,10.0,1,1,1,0,0,3.2188758248682006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,0,16.0,1,37.998329999999996,23.735120000000002,2,1.0,2.0,12.507761497171042,14.0,1,1125,1,90,74,96.0,9.0,0,13,0,13,0,2.6390573296152584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,0,16.0,1,37.998329999999996,23.735120000000002,2,1.0,2.0,14.535760916872189,14.0,1,1125,1,74,186,95.0,9.0,0,13,0,13,0,2.6390573296152584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,0,10.0,1,37.97558,23.73161,4,1.0,2.0,18.23632670825475,70.0,15,1125,1,87,294,96.0,10.0,0,11,11,0,0,4.248495242049359,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,0,19.0,0,37.99021,23.7172,2,1.0,1.0,7.714783113303351,39.0,1,1125,1,51,2,90.0,8.0,1,18,18,0,0,3.6635616461296463,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,1,2.0,1,37.98495,23.73935,2,1.0,0.0,11.289133903960542,20.0,2,5,1,37,194,97.0,10.0,1,1,0,1,0,2.995732273553991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,0,4.0,1,37.97775,23.73293,3,1.0,1.0,12.235891484114319,70.0,2,1125,1,60,2,100.0,10.0,1,4,4,0,0,4.248495242049359,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,0,1.0,0,37.964220000000005,23.7199,2,1.0,0.0,12.15479471928043,65.0,3,1125,1,52,105,99.0,10.0,0,1,1,0,0,4.174387269895637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,1,15.0,1,37.96456,23.73326,3,1.0,1.0,21.509502393732777,55.0,1,365,1,90,289,98.0,10.0,1,2,2,0,0,4.007333185232471,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,0,9.0,1,37.98147,23.72431,4,1.0,1.0,19.00406209197737,20.0,2,1125,1,0,72,93.0,8.0,1,5,5,0,0,2.995732273553991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,0,5.0,1,37.97759,23.74351,2,1.0,1.0,16.990134919483534,37.0,2,1125,1,22,71,85.0,10.0,1,5,5,0,0,3.6109179126442243,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,1,8.0,0,37.97922,23.756629999999998,2,1.0,1.0,21.376178732047006,29.0,1,1125,1,0,2,90.0,10.0,0,3,1,2,0,3.367295829986474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,1,17.0,1,37.9875,23.74182,3,1.0,2.0,20.9807050631075,25.0,2,1125,1,0,47,97.0,9.0,1,15,10,5,0,3.2188758248682006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,0,20.0,1,37.9871,23.725939999999998,1,1.0,1.0,16.176555926302044,23.0,2,1000,1,85,88,87.0,8.0,1,18,18,0,0,3.1354942159291497,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,0,20.0,1,37.985240000000005,23.72397,2,1.0,1.0,15.409836065573769,23.0,2,1000,1,89,70,81.0,8.0,1,18,18,0,0,3.1354942159291497,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,0,20.0,1,37.98576,23.72429,3,1.0,2.0,16.720876251269402,28.0,2,1000,1,0,26,82.0,8.0,1,18,18,0,0,3.332204510175204,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,1,2.0,1,37.97639,23.72551,4,1.0,1.0,14.013056724212971,50.0,1,1125,1,20,89,99.0,10.0,1,1,1,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,1,1.0,1,38.00415,23.72213,4,2.0,3.0,20.427245031191063,30.0,2,100,1,1,79,97.0,9.0,1,1,1,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,1,8.0,0,37.98055,23.75575,2,1.0,1.0,21.759030900913974,29.0,1,1125,1,0,13,91.0,10.0,0,3,1,2,0,3.367295829986474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,0,16.0,1,37.99837,23.73529,2,1.0,1.0,12.519802698389672,14.0,1,1125,1,89,209,95.0,10.0,0,13,0,13,0,2.6390573296152584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,0,2.0,0,37.96498,23.72494,4,2.0,2.0,18.400986508051645,171.0,1,1125,1,89,82,100.0,10.0,1,2,2,0,0,5.14166355650266,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,1,1.0,1,37.989909999999995,23.7685,3,1.0,2.0,20.71333236616858,20.0,30,1125,1,0,6,100.0,10.0,0,1,1,0,0,2.995732273553991,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,0,0.0,0,37.973620000000004,23.731720000000003,4,1.0,2.0,19.137966052517047,120.0,2,50,1,90,78,100.0,10.0,0,1,1,0,0,4.787491742782046,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,0,2.0,0,37.9767,23.72322,4,2.0,2.0,8.725953866241115,100.0,1,1125,1,89,8,100.0,10.0,0,2,1,1,0,4.605170185988092,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,0,8.0,1,37.980309999999996,23.75708,8,3.0,3.0,21.653996808356304,60.0,7,1125,1,1,3,100.0,10.0,1,2,2,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,0,1.0,1,37.97876,23.73114,4,1.0,1.0,18.271579863629768,161.0,2,30,1,63,5,100.0,10.0,0,1,1,0,0,5.081404364984463,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,1,2.0,1,37.96823,23.726679999999998,5,2.0,3.0,18.510372842013638,80.0,2,30,1,52,47,100.0,10.0,1,2,2,0,0,4.382026634673881,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,0,1.0,0,37.98796,23.74266,6,2.0,6.0,10.932105034092558,79.0,2,1125,1,89,3,93.0,9.0,0,1,1,0,0,4.3694478524670215,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,1,2.0,1,37.982479999999995,23.7204,1,1.0,1.0,7.513419410996663,20.0,2,1125,1,89,20,97.0,9.0,0,2,0,2,0,2.995732273553991,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,0,5.0,0,37.96257,23.72672,2,1.0,1.0,7.744523429566227,12.0,2,1125,1,68,7,94.0,8.0,1,5,0,5,0,2.4849066497880004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,1,3.0,1,37.99236,23.74821,6,2.0,2.0,20.723487596112,23.0,1,29,1,32,67,93.0,9.0,1,1,1,0,0,3.1354942159291497,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,0,1.0,0,37.977109999999996,23.7089,4,2.0,3.0,19.221384012766578,50.0,1,60,1,90,4,100.0,9.0,0,1,1,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,0,1.0,1,37.9596,23.74015,2,1.0,1.0,8.882344407369796,25.0,1,15,0,0,5,90.0,10.0,0,1,0,1,0,3.2188758248682006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,1,2.0,1,37.96744,23.72469,2,1.0,1.0,9.402002031045988,45.0,3,15,1,83,103,99.0,10.0,0,2,2,0,0,3.8066624897703196,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
